Full Name,State,County,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent,FIPS
"Dallas County, Texas",Texas,Dallas County,2013,2480331,49638.0,18455,47810,737,48113
"Dallas County, Texas",Texas,Dallas County,2014,2518638,45441.0,16577,50076,758,48113
"Dallas County, Texas",Texas,Dallas County,2015,2553385,53145.0,17112,51799,799,48113
"Dallas County, Texas",Texas,Dallas County,2016,2574984,55931.0,13256,54399,844,48113
"Dallas County, Texas",Texas,Dallas County,2017,2618148,57182.0,13683,56718,895,48113
"Dallas County, Texas",Texas,Dallas County,2018,2637772,63939.0,12400,59839,968,48113
"Dallas County, Texas",Texas,Dallas County,2019,2635516,69006.0,15382,61796,1027,48113
"Dallas County, Texas",Texas,Dallas County,2021,2586050,227647.0,25747,63494,1125,48113
"Dallas County, Texas",Texas,Dallas County,2022,2600840,206904.0,22101,70852,1265,48113
"Dallas County, Texas",Texas,Dallas County,2023,2606358,192212.0,17316,74350,1406,48113
"Denton County, Texas",Texas,Denton County,2005,544511,13525.0,1318,61520,641,48121
"Denton County, Texas",Texas,Denton County,2006,584238,14522.0,2342,66792,669,48121
"Denton County, Texas",Texas,Denton County,2007,612357,17042.0,1215,71109,709,48121
"Denton County, Texas",Texas,Denton County,2008,636557,16458.0,2154,73544,704,48121
"Denton County, Texas",Texas,Denton County,2009,658616,16058.0,4560,70510,741,48121
"Denton County, Texas",Texas,Denton County,2010,667053,20246.0,3539,67892,724,48121
"Denton County, Texas",Texas,Denton County,2011,686406,23420.0,2365,69644,729,48121
"Denton County, Texas",Texas,Denton County,2012,707304,22416.0,3824,71053,788,48121
"Denton County, Texas",Texas,Denton County,2013,728799,22904.0,2348,74981,823,48121
"Denton County, Texas",Texas,Denton County,2014,753363,23739.0,2612,74196,860,48121
"Denton County, Texas",Texas,Denton County,2015,780612,24780.0,2505,75649,935,48121
"Denton County, Texas",Texas,Denton County,2016,806180,36590.0,2709,80613,968,48121
"Denton County, Texas",Texas,Denton County,2017,836210,36464.0,2857,86291,1031,48121
"Denton County, Texas",Texas,Denton County,2018,859064,33159.0,2119,88117,1093,48121
"Denton County, Texas",Texas,Denton County,2019,887207,41804.0,2918,90523,1145,48121
"Denton County, Texas",Texas,Denton County,2021,941647,137677.0,11420,97671,1206,48121
"Denton County, Texas",Texas,Denton County,2022,977281,126702.0,3443,102428,1412,48121
"Denton County, Texas",Texas,Denton County,2023,1007703,113620.0,5278,106695,1540,48121
"Ector County, Texas",Texas,Ector County,2005,123331,,1603,35978,388,48135
"Ector County, Texas",Texas,Ector County,2006,127462,,820,40348,409,48135
"Ector County, Texas",Texas,Ector County,2007,129570,,363,46575,431,48135
"Ector County, Texas",Texas,Ector County,2008,131941,,1221,50241,507,48135
"Ector County, Texas",Texas,Ector County,2009,134625,,2475,44097,552,48135
"Ector County, Texas",Texas,Ector County,2010,137145,,3073,42282,509,48135
"Ector County, Texas",Texas,Ector County,2011,140111,,1305,49967,581,48135
"Ector County, Texas",Texas,Ector County,2012,144325,,689,51946,630,48135
"Ector County, Texas",Texas,Ector County,2013,149378,1086.0,901,55710,768,48135
"Ector County, Texas",Texas,Ector County,2014,153904,,1282,58701,887,48135
"Ector County, Texas",Texas,Ector County,2015,159436,,1126,65454,867,48135
"Ector County, Texas",Texas,Ector County,2016,157462,,1204,53254,739,48135
"Ector County, Texas",Texas,Ector County,2017,157087,,1259,55380,777,48135
"Ector County, Texas",Texas,Ector County,2018,162124,,1481,64165,886,48135
"Ector County, Texas",Texas,Ector County,2019,166223,,417,67205,984,48135
"Ector County, Texas",Texas,Ector County,2021,161091,,2042,57473,931,48135
"Ector County, Texas",Texas,Ector County,2022,160869,,1313,68071,949,48135
"Ector County, Texas",Texas,Ector County,2023,164494,,630,66608,990,48135
"Ellis County, Texas",Texas,Ellis County,2005,131480,,504,50585,585,48139
"Ellis County, Texas",Texas,Ellis County,2006,139300,,1027,54370,587,48139
"Ellis County, Texas",Texas,Ellis County,2007,143468,2459.0,370,54330,617,48139
"Ellis County, Texas",Texas,Ellis County,2008,148186,,624,65574,616,48139
"Ellis County, Texas",Texas,Ellis County,2009,151737,,342,57777,626,48139
"Ellis County, Texas",Texas,Ellis County,2010,150462,,951,58063,651,48139
"Ellis County, Texas",Texas,Ellis County,2011,152753,,371,61570,666,48139
"Ellis County, Texas",Texas,Ellis County,2012,153969,,487,57097,692,48139
"Ellis County, Texas",Texas,Ellis County,2013,155976,,745,57880,677,48139
"Ellis County, Texas",Texas,Ellis County,2014,159317,,955,60294,738,48139
"Ellis County, Texas",Texas,Ellis County,2015,163632,,977,68095,744,48139
"Ellis County, Texas",Texas,Ellis County,2016,168499,,628,70210,793,48139
"Ellis County, Texas",Texas,Ellis County,2017,173620,,1092,72138,802,48139
"Ellis County, Texas",Texas,Ellis County,2018,179436,4600.0,735,77794,900,48139
"Ellis County, Texas",Texas,Ellis County,2019,184826,,528,78797,981,48139
"Ellis County, Texas",Texas,Ellis County,2021,202678,,875,89799,994,48139
"Ellis County, Texas",Texas,Ellis County,2022,212182,,1409,89856,1203,48139
"Ellis County, Texas",Texas,Ellis County,2023,222829,,752,89488,1356,48139
"El Paso County, Texas",Texas,El Paso County,2005,708319,5924.0,12120,30968,435,48141
"El Paso County, Texas",Texas,El Paso County,2006,736310,8987.0,5086,32111,456,48141
"El Paso County, Texas",Texas,El Paso County,2007,734669,7498.0,4208,34980,472,48141
"El Paso County, Texas",Texas,El Paso County,2008,742062,9029.0,13123,36485,510,48141
"El Paso County, Texas",Texas,El Paso County,2009,751296,8553.0,14221,36146,527,48141
"El Paso County, Texas",Texas,El Paso County,2010,804338,8689.0,13899,36015,568,48141
"El Paso County, Texas",Texas,El Paso County,2011,820790,9437.0,13230,39573,595,48141
"El Paso County, Texas",Texas,El Paso County,2012,827398,9146.0,7998,40345,626,48141
"El Paso County, Texas",Texas,El Paso County,2013,827718,11339.0,8172,39945,649,48141
"El Paso County, Texas",Texas,El Paso County,2014,833487,10856.0,8420,40170,639,48141
"El Paso County, Texas",Texas,El Paso County,2015,835593,13217.0,7234,43692,660,48141
"El Paso County, Texas",Texas,El Paso County,2016,837918,11393.0,4397,42165,669,48141
"El Paso County, Texas",Texas,El Paso County,2017,840410,14426.0,5130,44489,703,48141
"El Paso County, Texas",Texas,El Paso County,2018,840758,14128.0,5845,43958,679,48141
"El Paso County, Texas",Texas,El Paso County,2019,839238,10432.0,6190,48903,720,48141
"El Paso County, Texas",Texas,El Paso County,2021,867947,37538.0,10574,51044,774,48141
"El Paso County, Texas",Texas,El Paso County,2022,868763,33615.0,7500,53424,830,48141
"El Paso County, Texas",Texas,El Paso County,2023,869880,34446.0,6066,58971,960,48141
"Fort Bend County, Texas",Texas,Fort Bend County,2005,457225,8802.0,1492,70229,706,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2006,493187,6593.0,1442,75202,770,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2007,509822,9345.0,1046,77082,783,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2008,532141,9806.0,599,84782,856,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2009,556870,10130.0,1556,80623,865,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2010,590350,11605.0,2358,76269,895,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2011,606953,13760.0,1652,82271,855,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2012,627293,11840.0,3121,86256,940,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2013,652365,15041.0,2820,88023,975,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2014,685345,12060.0,1916,87973,1005,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2015,716087,15021.0,1759,95389,1115,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2016,741237,17355.0,2744,90680,1090,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2017,764828,22499.0,2689,90845,1192,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2018,787858,24978.0,3569,91931,1249,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2019,811688,28393.0,3853,101293,1357,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2021,858527,81322.0,10485,96468,1343,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2022,889146,69492.0,6395,105205,1479,48157
"Fort Bend County, Texas",Texas,Fort Bend County,2023,916778,75994.0,3750,105441,1647,48157
"Galveston County, Texas",Texas,Galveston County,2005,273162,2463.0,2087,44729,589,48167
"Galveston County, Texas",Texas,Galveston County,2006,283551,3536.0,1049,52993,588,48167
"Galveston County, Texas",Texas,Galveston County,2007,283987,2254.0,1541,52277,610,48167
"Galveston County, Texas",Texas,Galveston County,2008,288239,3077.0,1419,59230,646,48167
"Galveston County, Texas",Texas,Galveston County,2009,286814,3784.0,983,56563,655,48167
"Galveston County, Texas",Texas,Galveston County,2010,292607,5691.0,1679,58324,702,48167
"Galveston County, Texas",Texas,Galveston County,2011,295747,4192.0,1814,59020,688,48167
"Galveston County, Texas",Texas,Galveston County,2012,300484,5354.0,1697,60551,735,48167
"Galveston County, Texas",Texas,Galveston County,2013,306782,4595.0,1106,60869,748,48167
"Galveston County, Texas",Texas,Galveston County,2014,314198,4546.0,1152,57991,757,48167
"Galveston County, Texas",Texas,Galveston County,2015,322225,6184.0,1129,69190,801,48167
"Galveston County, Texas",Texas,Galveston County,2016,329431,6943.0,1084,64939,825,48167
"Galveston County, Texas",Texas,Galveston County,2017,335036,5805.0,1402,70494,871,48167
"Galveston County, Texas",Texas,Galveston County,2018,337890,5450.0,1191,73840,958,48167
"Galveston County, Texas",Texas,Galveston County,2019,342139,8972.0,1154,74977,987,48167
"Galveston County, Texas",Texas,Galveston County,2021,355062,22826.0,4289,78336,1033,48167
"Galveston County, Texas",Texas,Galveston County,2022,357117,17806.0,3809,75565,1143,48167
"Galveston County, Texas",Texas,Galveston County,2023,361744,15366.0,2948,83514,1181,48167
"Grayson County, Texas",Texas,Grayson County,2005,113899,,728,38877,478,48181
"Grayson County, Texas",Texas,Grayson County,2006,118478,1845.0,1269,43328,490,48181
"Grayson County, Texas",Texas,Grayson County,2007,118675,,864,44802,501,48181
"Grayson County, Texas",Texas,Grayson County,2008,118804,,520,45882,520,48181
"Grayson County, Texas",Texas,Grayson County,2009,120030,,864,43261,522,48181
"Grayson County, Texas",Texas,Grayson County,2010,121145,,521,45577,579,48181
"Grayson County, Texas",Texas,Grayson County,2011,121419,,770,44574,581,48181
"Grayson County, Texas",Texas,Grayson County,2012,121935,,2000,47475,596,48181
"Grayson County, Texas",Texas,Grayson County,2013,122353,,3183,44378,587,48181
"Grayson County, Texas",Texas,Grayson County,2014,123534,,729,52058,619,48181
"Grayson County, Texas",Texas,Grayson County,2015,125467,3029.0,566,48126,624,48181
"Grayson County, Texas",Texas,Grayson County,2016,128235,,769,52095,665,48181
"Grayson County, Texas",Texas,Grayson County,2017,131140,,644,56718,715,48181
"Grayson County, Texas",Texas,Grayson County,2018,133991,,215,51158,735,48181
"Grayson County, Texas",Texas,Grayson County,2019,136212,,1006,57476,743,48181
"Grayson County, Texas",Texas,Grayson County,2021,139336,,1282,62919,841,48181
"Grayson County, Texas",Texas,Grayson County,2022,143131,,914,66106,1040,48181
"Grayson County, Texas",Texas,Grayson County,2023,146907,,914,69019,1112,48181
"Gregg County, Texas",Texas,Gregg County,2005,112357,,459,36264,455,48183
"Gregg County, Texas",Texas,Gregg County,2006,117090,,298,39263,482,48183
"Gregg County, Texas",Texas,Gregg County,2007,117119,,655,39660,509,48183
"Gregg County, Texas",Texas,Gregg County,2008,117528,,441,46054,526,48183
"Gregg County, Texas",Texas,Gregg County,2009,119637,,834,42634,547,48183
"Gregg County, Texas",Texas,Gregg County,2010,121854,,576,40348,569,48183
"Gregg County, Texas",Texas,Gregg County,2011,123081,,823,42572,607,48183
"Gregg County, Texas",Texas,Gregg County,2012,122658,,893,42153,607,48183
"Gregg County, Texas",Texas,Gregg County,2013,123024,,806,45461,621,48183
"Gregg County, Texas",Texas,Gregg County,2014,123204,,622,50917,627,48183
"Gregg County, Texas",Texas,Gregg County,2015,124108,,540,47727,647,48183
"Gregg County, Texas",Texas,Gregg County,2016,123745,,627,44219,671,48183
"Gregg County, Texas",Texas,Gregg County,2017,123367,,337,47095,702,48183
"Gregg County, Texas",Texas,Gregg County,2018,123707,,317,51361,674,48183
"Gregg County, Texas",Texas,Gregg County,2019,123945,,570,53793,708,48183
"Gregg County, Texas",Texas,Gregg County,2021,124201,,1128,59869,752,48183
"Gregg County, Texas",Texas,Gregg County,2022,125443,,795,61496,872,48183
"Gregg County, Texas",Texas,Gregg County,2023,126243,,621,61569,909,48183
"Guadalupe County, Texas",Texas,Guadalupe County,2005,101236,,356,49198,498,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2006,108410,,158,53285,563,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2007,112777,,253,52192,523,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2008,117172,,1018,64737,639,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2009,121432,,293,58171,611,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2010,132431,,812,59801,609,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2011,135757,,765,57326,545,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2012,139841,,585,63608,761,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2013,143183,,798,58270,765,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2014,147250,,497,61538,738,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2015,151249,,788,64343,831,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2016,155265,,428,68157,902,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2017,159659,2845.0,396,66486,900,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2018,163694,,511,74459,907,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2019,166847,,556,79768,986,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2021,177036,,1785,80464,1018,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2022,182760,,1102,87030,1447,48187
"Guadalupe County, Texas",Texas,Guadalupe County,2023,188454,,1103,95953,1469,48187
"Harris County, Texas",Texas,Harris County,2005,3647656,45593.0,20026,44002,581,48201
"Harris County, Texas",Texas,Harris County,2006,3886207,55081.0,19439,47129,603,48201
"Harris County, Texas",Texas,Harris County,2007,3935855,57269.0,15187,49936,620,48201
"Harris County, Texas",Texas,Harris County,2008,3984349,66170.0,20782,52377,641,48201
"Harris County, Texas",Texas,Harris County,2009,4070989,62739.0,23299,50567,673,48201
"Harris County, Texas",Texas,Harris County,2010,4110771,56892.0,22363,50422,682,48201
"Harris County, Texas",Texas,Harris County,2011,4180894,58538.0,24293,50928,687,48201
"Harris County, Texas",Texas,Harris County,2012,4253700,64136.0,24608,51289,710,48201
"Harris County, Texas",Texas,Harris County,2013,4336853,71985.0,24827,52489,736,48201
"Harris County, Texas",Texas,Harris County,2014,4441370,69712.0,21249,54178,765,48201
"Harris County, Texas",Texas,Harris County,2015,4538028,76725.0,20385,56629,809,48201
"Harris County, Texas",Texas,Harris County,2016,4589928,82923.0,24641,56377,864,48201
"Harris County, Texas",Texas,Harris County,2017,4652980,95277.0,24126,58645,879,48201
"Harris County, Texas",Texas,Harris County,2018,4698619,97033.0,26400,60232,915,48201
"Harris County, Texas",Texas,Harris County,2019,4713325,101249.0,20938,61618,961,48201
"Harris County, Texas",Texas,Harris County,2021,4728030,328525.0,66299,63498,1012,48201
"Harris County, Texas",Texas,Harris County,2022,4780913,285970.0,39568,68706,1117,48201
"Harris County, Texas",Texas,Harris County,2023,4835125,282197.0,32658,72336,1214,48201
"Harrison County, Texas",Texas,Harrison County,2010,65766,,100,47801,491,48203
"Harrison County, Texas",Texas,Harrison County,2011,66296,,125,44334,404,48203
"Harrison County, Texas",Texas,Harrison County,2012,67450,,264,43131,565,48203
"Harrison County, Texas",Texas,Harrison County,2013,66886,,535,39701,523,48203
"Harrison County, Texas",Texas,Harrison County,2014,67336,,313,49490,598,48203
"Harrison County, Texas",Texas,Harrison County,2015,66746,,204,42958,566,48203
"Harrison County, Texas",Texas,Harrison County,2016,66534,,322,46548,665,48203
"Harrison County, Texas",Texas,Harrison County,2017,66661,,356,53394,659,48203
"Harrison County, Texas",Texas,Harrison County,2018,66726,,359,50561,538,48203
"Harrison County, Texas",Texas,Harrison County,2019,66553,,173,58817,654,48203
"Harrison County, Texas",Texas,Harrison County,2021,69150,,365,59405,706,48203
"Harrison County, Texas",Texas,Harrison County,2022,69955,,728,69212,734,48203
"Harrison County, Texas",Texas,Harrison County,2023,70895,,536,65263,755,48203
"Hays County, Texas",Texas,Hays County,2005,115030,,737,43207,624,48209
"Hays County, Texas",Texas,Hays County,2006,130325,3312.0,404,52703,547,48209
"Hays County, Texas",Texas,Hays County,2007,141480,5197.0,296,55026,643,48209
"Hays County, Texas",Texas,Hays County,2008,149476,,301,56159,620,48209
"Hays County, Texas",Texas,Hays County,2009,155545,,451,51959,675,48209
"Hays County, Texas",Texas,Hays County,2010,158312,,886,57332,700,48209
"Hays County, Texas",Texas,Hays County,2011,164050,,499,55160,754,48209
