State,County,Name,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent
Iowa,Woodbury County,"Woodbury County, Iowa",2007,102287,2862.0,1067,44565,437
Kansas,Douglas County,"Douglas County, Kansas",2007,113488,2289.0,478,42772,584
Kansas,Johnson County,"Johnson County, Kansas",2007,526319,14811.0,2338,71658,704
Kansas,Leavenworth County,"Leavenworth County, Kansas",2007,74018,,938,59659,620
Kansas,Riley County,"Riley County, Kansas",2007,69083,,641,36570,608
Kansas,Sedgwick County,"Sedgwick County, Kansas",2007,476026,6385.0,3847,46976,464
Kansas,Shawnee County,"Shawnee County, Kansas",2007,173476,2972.0,1649,46566,460
Kansas,Wyandotte County,"Wyandotte County, Kansas",2007,153956,838.0,2425,37233,494
Kentucky,Boone County,"Boone County, Kentucky",2007,112459,,202,67224,624
Kentucky,Bullitt County,"Bullitt County, Kentucky",2007,73931,,378,47200,494
Kentucky,Campbell County,"Campbell County, Kentucky",2007,86858,,277,51724,498
Kentucky,Christian County,"Christian County, Kentucky",2007,80868,,416,38698,475
Kentucky,Daviess County,"Daviess County, Kentucky",2007,93756,,1063,40928,418
Kentucky,Fayette County,"Fayette County, Kentucky",2007,279044,4682.0,1101,46296,571
Kentucky,Hardin County,"Hardin County, Kentucky",2007,97949,,810,49159,442
Kentucky,Jefferson County,"Jefferson County, Kentucky",2007,709264,8359.0,6476,43262,531
Kentucky,Kenton County,"Kenton County, Kentucky",2007,156675,2262.0,592,50328,543
Kentucky,Madison County,"Madison County, Kentucky",2007,81103,,876,38760,415
Kentucky,Pike County,"Pike County, Kentucky",2007,65544,,1287,32256,357
Kentucky,Warren County,"Warren County, Kentucky",2007,104023,922.0,792,41327,458
Louisiana,Ascension Parish,"Ascension Parish, Louisiana",2007,99056,,53,57541,486
Louisiana,Bossier Parish,"Bossier Parish, Louisiana",2007,108705,,678,48211,533
Louisiana,Caddo Parish,"Caddo Parish, Louisiana",2007,252609,2400.0,1518,34744,449
Louisiana,Calcasieu Parish,"Calcasieu Parish, Louisiana",2007,184512,,869,42008,500
Louisiana,East Baton Rouge Parish,"East Baton Rouge Parish, Louisiana",2007,430317,5769.0,1712,42088,571
Louisiana,Iberia Parish,"Iberia Parish, Louisiana",2007,74965,,353,40137,379
Louisiana,Jefferson Parish,"Jefferson Parish, Louisiana",2007,423520,7969.0,1647,48305,699
Louisiana,Lafayette Parish,"Lafayette Parish, Louisiana",2007,204843,2288.0,549,44020,521
Louisiana,Lafourche Parish,"Lafourche Parish, Louisiana",2007,92713,,160,40418,394
Louisiana,Livingston Parish,"Livingston Parish, Louisiana",2007,116580,,442,54498,541
Louisiana,Orleans Parish,"Orleans Parish, Louisiana",2007,239124,3001.0,2267,38614,763
Louisiana,Ouachita Parish,"Ouachita Parish, Louisiana",2007,149502,,500,36999,392
Louisiana,Rapides Parish,"Rapides Parish, Louisiana",2007,130079,1070.0,628,37034,447
Louisiana,St. Landry Parish,"St. Landry Parish, Louisiana",2007,91362,,381,26275,246
Louisiana,St. Tammany Parish,"St. Tammany Parish, Louisiana",2007,226625,4206.0,577,59774,680
Louisiana,Tangipahoa Parish,"Tangipahoa Parish, Louisiana",2007,115398,,1109,32763,493
Louisiana,Terrebonne Parish,"Terrebonne Parish, Louisiana",2007,108424,,396,44193,528
Maine,Androscoggin County,"Androscoggin County, Maine",2007,106815,,2511,46400,565
Maine,Aroostook County,"Aroostook County, Maine",2007,72047,1403.0,1697,35452,371
Maine,Cumberland County,"Cumberland County, Maine",2007,275374,7173.0,3323,55278,748
Maine,Kennebec County,"Kennebec County, Maine",2007,120839,,2890,44113,506
Maine,Penobscot County,"Penobscot County, Maine",2007,148784,2474.0,3041,41333,559
Maine,York County,"York County, Maine",2007,201341,5047.0,3140,52365,668
Maryland,Allegany County,"Allegany County, Maryland",2007,72594,,860,37024,421
Maryland,Anne Arundel County,"Anne Arundel County, Maryland",2007,512154,9623.0,1839,80402,1060
Maryland,Baltimore County,"Baltimore County, Maryland",2007,788994,12631.0,3525,60844,809
Maryland,Baltimore city,"Baltimore city, Maryland",2007,637455,6742.0,11623,36949,622
Maryland,Calvert County,"Calvert County, Maryland",2007,88223,,154,95134,950
Maryland,Carroll County,"Carroll County, Maryland",2007,169220,4057.0,360,82492,685
Maryland,Cecil County,"Cecil County, Maryland",2007,99695,,827,63159,726
Maryland,Charles County,"Charles County, Maryland",2007,140444,1857.0,945,83412,976
Maryland,Frederick County,"Frederick County, Maryland",2007,224705,5602.0,1453,77027,951
Maryland,Harford County,"Harford County, Maryland",2007,239993,3748.0,490,72372,791
Maryland,Howard County,"Howard County, Maryland",2007,273669,7235.0,512,101672,1147
Maryland,Montgomery County,"Montgomery County, Maryland",2007,930813,23821.0,3570,91835,1235
Maryland,Prince George's County,"Prince George's County, Maryland",2007,828770,11452.0,2614,68370,953
Maryland,St. Mary's County,"St. Mary's County, Maryland",2007,100378,,880,75769,964
Maryland,Washington County,"Washington County, Maryland",2007,145113,1418.0,1207,50320,624
Maryland,Wicomico County,"Wicomico County, Maryland",2007,93600,1011.0,860,52132,701
Massachusetts,Barnstable County,"Barnstable County, Massachusetts",2007,222175,5549.0,1492,60015,908
Massachusetts,Berkshire County,"Berkshire County, Massachusetts",2007,129798,,1791,47302,562
Massachusetts,Bristol County,"Bristol County, Massachusetts",2007,543024,8402.0,6866,54895,629
Massachusetts,Essex County,"Essex County, Massachusetts",2007,733101,15130.0,5997,61461,832
Massachusetts,Franklin County,"Franklin County, Massachusetts",2007,71602,,562,52270,673
Massachusetts,Hampden County,"Hampden County, Massachusetts",2007,457908,5576.0,9233,45834,608
Massachusetts,Hampshire County,"Hampshire County, Massachusetts",2007,153147,3889.0,1606,55623,679
Massachusetts,Middlesex County,"Middlesex County, Massachusetts",2007,1473416,37330.0,6683,74700,1026
Massachusetts,Norfolk County,"Norfolk County, Massachusetts",2007,654909,12339.0,3986,79206,1057
Massachusetts,Plymouth County,"Plymouth County, Massachusetts",2007,490258,10587.0,4003,71113,896
Massachusetts,Suffolk County,"Suffolk County, Massachusetts",2007,713049,8751.0,11649,50181,968
Massachusetts,Worcester County,"Worcester County, Massachusetts",2007,781352,13909.0,9151,61988,710
Michigan,Allegan County,"Allegan County, Michigan",2007,112761,2103.0,1237,50730,531
Michigan,Bay County,"Bay County, Michigan",2007,107517,,1278,42375,472
Michigan,Berrien County,"Berrien County, Michigan",2007,159589,,1762,42079,464
Michigan,Calhoun County,"Calhoun County, Michigan",2007,136615,1412.0,2234,41150,500
Michigan,Clinton County,"Clinton County, Michigan",2007,69755,,466,55353,579
Michigan,Eaton County,"Eaton County, Michigan",2007,107390,,899,50384,577
Michigan,Genesee County,"Genesee County, Michigan",2007,434715,4667.0,7750,43112,496
Michigan,Grand Traverse County,"Grand Traverse County, Michigan",2007,85479,,563,45258,686
Michigan,Ingham County,"Ingham County, Michigan",2007,279295,4845.0,2725,45204,613
Michigan,Isabella County,"Isabella County, Michigan",2007,66693,1389.0,605,38104,536
Michigan,Jackson County,"Jackson County, Michigan",2007,163006,2252.0,2108,43328,552
Michigan,Kalamazoo County,"Kalamazoo County, Michigan",2007,245333,2990.0,2774,43861,572
Michigan,Kent County,"Kent County, Michigan",2007,604330,12045.0,8279,49354,581
Michigan,Lapeer County,"Lapeer County, Michigan",2007,92012,,871,57617,547
Michigan,Lenawee County,"Lenawee County, Michigan",2007,101243,,1240,50240,517
Michigan,Livingston County,"Livingston County, Michigan",2007,183194,2854.0,1179,70735,734
Michigan,Macomb County,"Macomb County, Michigan",2007,831077,11483.0,7626,55101,630
Michigan,Marquette County,"Marquette County, Michigan",2007,65216,,472,47303,415
Michigan,Midland County,"Midland County, Michigan",2007,82818,,891,49453,488
Michigan,Monroe County,"Monroe County, Michigan",2007,153608,,1073,53750,571
Michigan,Muskegon County,"Muskegon County, Michigan",2007,174386,2357.0,2977,39099,485
Michigan,Oakland County,"Oakland County, Michigan",2007,1206089,18852.0,8222,66483,726
Michigan,Ottawa County,"Ottawa County, Michigan",2007,259206,4530.0,1112,53881,599
Michigan,Saginaw County,"Saginaw County, Michigan",2007,202268,2174.0,3334,43051,480
Michigan,Shiawassee County,"Shiawassee County, Michigan",2007,71753,,760,43127,496
Michigan,St. Clair County,"St. Clair County, Michigan",2007,170119,2162.0,2078,45873,533
Michigan,Van Buren County,"Van Buren County, Michigan",2007,77931,,929,44812,438
Michigan,Washtenaw County,"Washtenaw County, Michigan",2007,350003,7529.0,2333,61049,739
Michigan,Wayne County,"Wayne County, Michigan",2007,1985101,17978.0,33214,42470,586
Minnesota,Anoka County,"Anoka County, Minnesota",2007,326252,5426.0,3246,65555,758
Minnesota,Carver County,"Carver County, Minnesota",2007,88459,,416,78975,759
Minnesota,Dakota County,"Dakota County, Minnesota",2007,390478,9509.0,3101,74497,796
Minnesota,Hennepin County,"Hennepin County, Minnesota",2007,1136599,32780.0,15165,60962,757
Minnesota,Olmsted County,"Olmsted County, Minnesota",2007,139747,2494.0,1376,60108,616
Minnesota,Ramsey County,"Ramsey County, Minnesota",2007,499891,10226.0,9169,51716,696
Minnesota,Scott County,"Scott County, Minnesota",2007,126642,,557,77678,724
Minnesota,Sherburne County,"Sherburne County, Minnesota",2007,86287,,323,67215,655
Minnesota,St. Louis County,"St. Louis County, Minnesota",2007,196694,4031.0,3463,42532,560
Minnesota,Stearns County,"Stearns County, Minnesota",2007,146051,4490.0,1311,51658,606
Minnesota,Washington County,"Washington County, Minnesota",2007,226475,4977.0,1524,77476,805
Minnesota,Wright County,"Wright County, Minnesota",2007,117372,4077.0,1043,67411,682
Mississippi,DeSoto County,"DeSoto County, Mississippi",2007,149393,,507,58447,662
Mississippi,Forrest County,"Forrest County, Mississippi",2007,78241,,256,32434,487
Mississippi,Harrison County,"Harrison County, Mississippi",2007,176105,2408.0,882,41449,687
Mississippi,Hinds County,"Hinds County, Mississippi",2007,249157,1930.0,1543,38260,563
Mississippi,Jackson County,"Jackson County, Mississippi",2007,130098,,1191,42568,646
Mississippi,Jones County,"Jones County, Mississippi",2007,68553,,257,33771,440
Mississippi,Lauderdale County,"Lauderdale County, Mississippi",2007,77100,,476,31054,402
Mississippi,Lee County,"Lee County, Mississippi",2007,80349,,192,43225,398
Mississippi,Madison County,"Madison County, Mississippi",2007,89387,,433,60845,654
Mississippi,Rankin County,"Rankin County, Mississippi",2007,138362,,715,52568,542
Missouri,Boone County,"Boone County, Missouri",2007,152435,2807.0,1758,44438,561
Missouri,Buchanan County,"Buchanan County, Missouri",2007,86485,,1488,39270,455
Missouri,Cape Girardeau County,"Cape Girardeau County, Missouri",2007,72740,,948,46120,448
Missouri,Cass County,"Cass County, Missouri",2007,97133,,542,61553,635
Missouri,Christian County,"Christian County, Missouri",2007,73066,,293,47372,504
Missouri,Clay County,"Clay County, Missouri",2007,211952,2987.0,1338,58232,577
Missouri,Cole County,"Cole County, Missouri",2007,73698,,540,45825,416
Missouri,Franklin County,"Franklin County, Missouri",2007,100045,,560,50503,439
Missouri,Greene County,"Greene County, Missouri",2007,263980,4589.0,2197,41162,490
Missouri,Jackson County,"Jackson County, Missouri",2007,666890,9959.0,7242,44231,538
Missouri,Jasper County,"Jasper County, Missouri",2007,115240,,1342,36998,417
Missouri,Jefferson County,"Jefferson County, Missouri",2007,216076,2366.0,1925,57228,534
Missouri,Platte County,"Platte County, Missouri",2007,84881,,534,60796,666
Missouri,St. Charles County,"St. Charles County, Missouri",2007,343952,8352.0,1191,67146,678
Missouri,St. Louis County,"St. Louis County, Missouri",2007,995118,20516.0,7205,56771,612
Missouri,St. Louis city,"St. Louis city, Missouri",2007,350759,4464.0,4216,34191,475
Montana,Cascade County,"Cascade County, Montana",2007,81775,1152.0,942,42952,397
Montana,Flathead County,"Flathead County, Montana",2007,86844,,185,45600,499
Montana,Gallatin County,"Gallatin County, Montana",2007,89204,3465.0,117,51096,695
Montana,Missoula County,"Missoula County, Montana",2007,105650,4451.0,593,42798,580
Montana,Yellowstone County,"Yellowstone County, Montana",2007,139936,,1279,48304,511
Nebraska,Douglas County,"Douglas County, Nebraska",2007,497416,11463.0,5424,50834,582
Nebraska,Lancaster County,"Lancaster County, Nebraska",2007,275665,4790.0,2092,49096,542
Nebraska,Sarpy County,"Sarpy County, Nebraska",2007,146756,,829,62552,675
Nevada,Clark County,"Clark County, Nevada",2007,1836333,23786.0,11885,55996,874
Nevada,Washoe County,"Washoe County, Nevada",2007,406079,7714.0,2667,54343,756
New Hampshire,Cheshire County,"Cheshire County, New Hampshire",2007,77725,,910,54838,747
New Hampshire,Grafton County,"Grafton County, New Hampshire",2007,85514,,455,51827,699
New Hampshire,Hillsborough County,"Hillsborough County, New Hampshire",2007,402302,9969.0,4269,67667,868
New Hampshire,Merrimack County,"Merrimack County, New Hampshire",2007,148274,,1605,59579,806
New Hampshire,Rockingham County,"Rockingham County, New Hampshire",2007,296543,8259.0,704,75929,911
New Hampshire,Strafford County,"Strafford County, New Hampshire",2007,121581,2560.0,1785,60788,786
New Jersey,Atlantic County,"Atlantic County, New Jersey",2007,270644,4053.0,3159,55767,793
New Jersey,Bergen County,"Bergen County, New Jersey",2007,895744,17912.0,3121,80482,1114
New Jersey,Burlington County,"Burlington County, New Jersey",2007,446817,8067.0,2514,73566,870
New Jersey,Camden County,"Camden County, New Jersey",2007,513769,6524.0,6475,59288,719
New Jersey,Cape May County,"Cape May County, New Jersey",2007,96422,,1755,51995,881
New Jersey,Cumberland County,"Cumberland County, New Jersey",2007,155544,912.0,2826,47883,647
New Jersey,Essex County,"Essex County, New Jersey",2007,776087,8558.0,8877,53499,826
New Jersey,Gloucester County,"Gloucester County, New Jersey",2007,285753,5012.0,1975,70881,761
New Jersey,Hudson County,"Hudson County, New Jersey",2007,598160,6862.0,5383,51656,896
New Jersey,Hunterdon County,"Hunterdon County, New Jersey",2007,129348,3967.0,155,100327,921
New Jersey,Mercer County,"Mercer County, New Jersey",2007,365449,6108.0,2989,70258,864
New Jersey,Middlesex County,"Middlesex County, New Jersey",2007,788629,11741.0,1991,75393,1019
New Jersey,Monmouth County,"Monmouth County, New Jersey",2007,642030,12430.0,3054,78247,954
New Jersey,Morris County,"Morris County, New Jersey",2007,488475,10977.0,1159,94684,1045
New Jersey,Ocean County,"Ocean County, New Jersey",2007,565493,7795.0,4560,56281,1005
New Jersey,Passaic County,"Passaic County, New Jersey",2007,492115,5924.0,3286,54551,898
New Jersey,Salem County,"Salem County, New Jersey",2007,66016,,681,54992,704
New Jersey,Somerset County,"Somerset County, New Jersey",2007,323552,6814.0,1080,97658,1112
New Jersey,Sussex County,"Sussex County, New Jersey",2007,151478,3290.0,382,78558,940
New Jersey,Union County,"Union County, New Jersey",2007,524658,6541.0,3265,61553,899
New Jersey,Warren County,"Warren County, New Jersey",2007,109737,2493.0,1179,65930,783
New Mexico,Bernalillo County,"Bernalillo County, New Mexico",2007,629292,11342.0,4905,44952,599
New Mexico,Dona Ana County,"Dona Ana County, New Mexico",2007,198791,4360.0,1480,35334,484
New Mexico,McKinley County,"McKinley County, New Mexico",2007,70059,,1269,42558,257
New Mexico,San Juan County,"San Juan County, New Mexico",2007,122427,,593,43690,519
New Mexico,Sandoval County,"Sandoval County, New Mexico",2007,117866,3212.0,1205,55089,720
New Mexico,Santa Fe County,"Santa Fe County, New Mexico",2007,142955,7146.0,1218,51413,771
New Mexico,Valencia County,"Valencia County, New Mexico",2007,67998,,772,35649,484
New York,Albany County,"Albany County, New York",2007,299307,4844.0,1828,53012,672
New York,Bronx County,"Bronx County, New York",2007,1373659,13422.0,37886,34156,764
New York,Broome County,"Broome County, New York",2007,195973,3367.0,2643,44017,479
New York,Cattaraugus County,"Cattaraugus County, New York",2007,80087,,914,41060,416
New York,Cayuga County,"Cayuga County, New York",2007,80066,,471,45595,475
New York,Chautauqua County,"Chautauqua County, New York",2007,133945,1846.0,1972,38942,399
New York,Chemung County,"Chemung County, New York",2007,88015,,1696,39836,482
New York,Clinton County,"Clinton County, New York",2007,82215,,912,46439,498
New York,Dutchess County,"Dutchess County, New York",2007,292746,6596.0,1021,66135,888
